epoch,train_loss,train_error,test_loss,test_error, learning_rate
001,0.245956,0.651250,0.24025,0.67188
002,0.229466,0.468750,0.22531,0.65312
003,0.209921,0.469375,0.20728,0.62437
004,0.186443,0.452500,0.18529,0.62437
005,0.160337,0.466250,0.16049,0.62437
006,0.130586,0.453125,0.13559,0.62437
007,0.104247,0.438125,0.11343,0.62437
008,0.084851,0.452500,0.09522,0.62437
009,0.069625,0.446875,0.08075,0.62437
010,0.057948,0.449375,0.06951,0.62437
011,0.050175,0.446250,0.06062,0.62437
012,0.043900,0.462500,0.05357,0.62437
013,0.038230,0.445625,0.04807,0.62437
014,0.034503,0.451250,0.04361,0.62437
015,0.030791,0.443125,0.04005,0.62437
016,0.028340,0.439375,0.03713,0.62437
017,0.026801,0.449375,0.03459,0.62437
018,0.024791,0.441250,0.03251,0.62437
019,0.023251,0.436875,0.03071,0.62437
020,0.022372,0.459375,0.02901,0.62437
021,0.021029,0.423750,0.02764,0.62437
022,0.019964,0.381250,0.02643,0.61437
023,0.019492,0.296250,0.02520,0.45188
024,0.018387,0.188125,0.02422,0.33500
025,0.017800,0.126250,0.02332,0.24438
026,0.017142,0.087500,0.02246,0.19062
027,0.016181,0.060625,0.02167,0.15438
028,0.015999,0.071875,0.02097,0.14750
029,0.015389,0.057500,0.02027,0.14187
030,0.014620,0.057500,0.01966,0.14437
031,0.014116,0.056875,0.01909,0.14437
032,0.013989,0.066875,0.01854,0.14625
033,0.013316,0.057500,0.01801,0.14687
034,0.012941,0.068125,0.01760,0.14812
035,0.012697,0.065625,0.01713,0.14812
036,0.012185,0.056250,0.01666,0.14812
037,0.012124,0.070625,0.01628,0.14812
038,0.010874,0.053750,0.01594,0.14875
039,0.011179,0.062500,0.01557,0.14875
040,0.010799,0.060000,0.01524,0.14875
041,0.010353,0.062500,0.01497,0.14875
042,0.010309,0.058125,0.01465,0.14938
043,0.009780,0.062500,0.01443,0.14875
044,0.009503,0.062500,0.01420,0.14938
045,0.009649,0.062500,0.01394,0.15000
046,0.009324,0.062500,0.01370,0.15000
047,0.009221,0.068750,0.01350,0.15000
048,0.008742,0.060625,0.01331,0.15000
049,0.008651,0.061875,0.01313,0.15000
050,0.009038,0.074375,0.01296,0.15063
051,0.008340,0.065000,0.01281,0.15000
052,0.008053,0.057500,0.01265,0.15063
053,0.008108,0.061875,0.01251,0.15063
054,0.008031,0.065625,0.01238,0.15063
055,0.007818,0.065625,0.01226,0.15063
056,0.007093,0.049375,0.01213,0.15063
057,0.007741,0.065000,0.01203,0.15063
058,0.007225,0.058125,0.01192,0.15063
059,0.007533,0.071875,0.01183,0.15063
060,0.006925,0.055625,0.01174,0.15063
061,0.006791,0.052500,0.01165,0.15063
062,0.007122,0.069375,0.01157,0.15063
063,0.007113,0.067500,0.01150,0.15063
064,0.007056,0.066875,0.01143,0.15063
065,0.006705,0.065000,0.01136,0.15063
066,0.006531,0.059375,0.01129,0.15063
067,0.006847,0.067500,0.01123,0.15063
068,0.006450,0.062500,0.01117,0.15063
069,0.006308,0.060000,0.01111,0.15000
070,0.006717,0.069375,0.01106,0.15000
071,0.006275,0.064375,0.01100,0.15000
072,0.005966,0.051250,0.01096,0.15000
073,0.006120,0.060000,0.01091,0.15000
074,0.005806,0.056875,0.01086,0.15000
075,0.005808,0.059375,0.01082,0.15000
076,0.006202,0.065625,0.01077,0.14938
077,0.006118,0.064375,0.01073,0.14938
078,0.005801,0.060000,0.01069,0.14938
079,0.005811,0.061875,0.01065,0.14938
080,0.005976,0.061875,0.01061,0.14938
